#current test-bed topology for ndnSIM, converted by Ertugrul DOGRULUK, university of minho

router

#node comment yPos xPos

bb-cnic bb-pkusz 100Mbps 1 20ms 100
bb-cnic bb-osaka 100Mbps 1 45ms 100
leaf-12621	bb-cnic 1000Mbps 1 1ms 100
leaf-12620	bb-cnic 1000Mbps 1 1ms 100
leaf-12625	bb-cnic 1000Mbps 1 1ms 100
leaf-12624	bb-cnic 1000Mbps 1 1ms 100
leaf-12626	bb-cnic 1000Mbps 1 1ms 100
leaf-12627	bb-cnic 1000Mbps 1 1ms 100
leaf-12653	bb-cnic 1000Mbps 1 1ms 100
leaf-12655	bb-cnic 1000Mbps 1 1ms 100
leaf-12643	bb-cnic 1000Mbps 1 1ms 100
leaf-12646	bb-cnic 1000Mbps 1 1ms 100
bb-copelabs bb-urjc 100Mbps 1 13ms 100
bb-copelabs bb-minho 100Mbps 1 4ms 100
bb-copelabs bb-padua 100Mbps 1 24ms 100
bb-copelabs bb-lip6 100Mbps 1 22ms 100
bb-copelabs bb-ufpa 100Mbps 1 145ms 100
leaf-12636	bb-copelabs 1000Mbps 1 1ms 100
leaf-12635	bb-copelabs 1000Mbps 1 1ms 100
leaf-12642	bb-copelabs 1000Mbps 1 1ms 100
leaf-12639	bb-copelabs 1000Mbps 1 1ms 100
leaf-12638	bb-copelabs 1000Mbps 1 1ms 100
leaf-12648	bb-copelabs 1000Mbps 1 1ms 100
leaf-12640	bb-copelabs 1000Mbps 1 1ms 100
leaf-12650	bb-copelabs 1000Mbps 1 1ms 100
leaf-12644	bb-copelabs 1000Mbps 1 1ms 100
leaf-12647	bb-copelabs 1000Mbps 1 1ms 100
bb-csu bb-remap 100Mbps 1 16ms 100
bb-csu bb-kisti 100Mbps 1 106ms 100
bb-csu bb-michigan 100Mbps 1 15ms 100
bb-csu bb-ucla 100Mbps 1 16ms 100
bb-csu bb-uiuc 100Mbps 1 14ms 100
leaf-12656	bb-csu 1000Mbps 1 1ms 100
leaf-12649	bb-csu 1000Mbps 1 1ms 100
leaf-12672	bb-csu 1000Mbps 1 1ms 100
leaf-12724	bb-csu 1000Mbps 1 1ms 100
leaf-12706	bb-csu 1000Mbps 1 1ms 100
leaf-12705	bb-csu 1000Mbps 1 1ms 100
leaf-12675	bb-csu 1000Mbps 1 1ms 100
leaf-12879	bb-csu 1000Mbps 1 1ms 100
leaf-12880	bb-csu 1000Mbps 1 1ms 100
leaf-13082	bb-csu 1000Mbps 1 1ms 100
bb-goettingen bb-osaka 100Mbps 1 136ms 100
bb-goettingen bb-ntnu 100Mbps 1 40ms 100
bb-goettingen bb-padua 100Mbps 1 14ms 100
bb-goettingen bb-tno 100Mbps 1 12ms 100
bb-goettingen bb-systemx 100Mbps 1 10ms 100
leaf-12935	bb-goettingen 1000Mbps 1 1ms 100
leaf-12680	bb-goettingen 1000Mbps 1 1ms 100
leaf-12676	bb-goettingen 1000Mbps 1 1ms 100
leaf-12674	bb-goettingen 1000Mbps 1 1ms 100
leaf-12677	bb-goettingen 1000Mbps 1 1ms 100
leaf-12697	bb-goettingen 1000Mbps 1 1ms 100
leaf-12690	bb-goettingen 1000Mbps 1 1ms 100
leaf-12687	bb-goettingen 1000Mbps 1 1ms 100
leaf-12683	bb-goettingen 1000Mbps 1 1ms 100
leaf-12681	bb-goettingen 1000Mbps 1 1ms 100
bb-tno bb-goettingen 100Mbps 1 12ms 100
leaf-23061	bb-tno 1000Mbps 1 1ms 100
leaf-23064	bb-tno 1000Mbps 1 1ms 100
leaf-23065	bb-tno 1000Mbps 1 1ms 100
leaf-23067	bb-tno 1000Mbps 1 1ms 100
leaf-23068	bb-tno 1000Mbps 1 1ms 100
leaf-23070	bb-tno 1000Mbps 1 1ms 100
leaf-23069	bb-tno 1000Mbps 1 1ms 100
leaf-23094	bb-tno 1000Mbps 1 1ms 100
leaf-23093	bb-tno 1000Mbps 1 1ms 100
leaf-23079	bb-tno 1000Mbps 1 1ms 100
bb-indonesia bb-waseda 100Mbps 1 49ms 100
bb-indonesia bb-tongji 100Mbps 1 61ms 100
bb-indonesia bb-srru 100Mbps 1 32ms 100
bb-indonesia bb-uum 100Mbps 1 100ms 100
bb-indonesia bb-kisti 100Mbps 1 150ms 100
bb-indonesia bb-ufpa 100Mbps 1 200ms 100
leaf-12682	bb-indonesia 1000Mbps 1 1ms 100
leaf-12688	bb-indonesia 1000Mbps 1 1ms 100
leaf-12686	bb-indonesia 1000Mbps 1 1ms 100
leaf-12685	bb-indonesia 1000Mbps 1 1ms 100
leaf-12684	bb-indonesia 1000Mbps 1 1ms 100
leaf-12689	bb-indonesia 1000Mbps 1 1ms 100
leaf-12699	bb-indonesia 1000Mbps 1 1ms 100
leaf-13052	bb-indonesia 1000Mbps 1 1ms 100
leaf-13053	bb-indonesia 1000Mbps 1 1ms 100
leaf-13054	bb-indonesia 1000Mbps 1 1ms 100
bb-kisti bb-waseda 100Mbps 1 39ms 100
leaf-12700	bb-kisti 1000Mbps 1 1ms 100
leaf-12698	bb-kisti 1000Mbps 1 1ms 100
leaf-13086	bb-kisti 1000Mbps 1 1ms 100
leaf-12701	bb-kisti 1000Mbps 1 1ms 100
leaf-12703	bb-kisti 1000Mbps 1 1ms 100
leaf-12715	bb-kisti 1000Mbps 1 1ms 100
leaf-12716	bb-kisti 1000Mbps 1 1ms 100
leaf-12717	bb-kisti 1000Mbps 1 1ms 100
leaf-12723	bb-kisti 1000Mbps 1 1ms 100
leaf-12718	bb-kisti 1000Mbps 1 1ms 100
bb-waseda bb-kisti 100Mbps 1 39ms 100
leaf-53107	bb-waseda 1000Mbps 1 1ms 100
leaf-53109	bb-waseda 1000Mbps 1 1ms 100
leaf-53111	bb-waseda 1000Mbps 1 1ms 100
leaf-53108	bb-waseda 1000Mbps 1 1ms 100
leaf-53119	bb-waseda 1000Mbps 1 1ms 100
leaf-53140	bb-waseda 1000Mbps 1 1ms 100
leaf-53142	bb-waseda 1000Mbps 1 1ms 100
leaf-53143	bb-waseda 1000Mbps 1 1ms 100
leaf-53144	bb-waseda 1000Mbps 1 1ms 100
leaf-53141	bb-waseda 1000Mbps 1 1ms 100
bb-lip6 bb-urjc 100Mbps 1 15ms 100
bb-lip6 bb-michigan 100Mbps 1 69ms 100
bb-lip6 bb-ntnu 100Mbps 1 25ms 100
bb-lip6 bb-tno 100Mbps 1 9ms 100
bb-lip6 bb-systemx 100Mbps 1 1ms 100
leaf-12719	bb-lip6 1000Mbps 1 1ms 100
leaf-12720	bb-lip6 1000Mbps 1 1ms 100
leaf-12721	bb-lip6 1000Mbps 1 1ms 100
leaf-12722	bb-lip6 1000Mbps 1 1ms 100
leaf-12726	bb-lip6 1000Mbps 1 1ms 100
leaf-12725	bb-lip6 1000Mbps 1 1ms 100
leaf-12876	bb-lip6 1000Mbps 1 1ms 100
leaf-12877	bb-lip6 1000Mbps 1 1ms 100
leaf-12908	bb-lip6 1000Mbps 1 1ms 100
leaf-12731	bb-lip6 1000Mbps 1 1ms 100
bb-systemx bb-lip6 100Mbps 1 1ms 100
leaf-22986 bb-systemx 1000Mbps 1 1ms 100
leaf-22987 bb-systemx 1000Mbps 1 1ms 100
leaf-23056 bb-systemx 1000Mbps 1 1ms 100
leaf-23007 bb-systemx 1000Mbps 1 1ms 100
leaf-23017 bb-systemx 1000Mbps 1 1ms 100
leaf-23023 bb-systemx 1000Mbps 1 1ms 100
leaf-23032 bb-systemx 1000Mbps 1 1ms 100
leaf-23063 bb-systemx 1000Mbps 1 1ms 100
leaf-23066 bb-systemx 1000Mbps 1 1ms 100
leaf-23062 bb-systemx 1000Mbps 1 1ms 100
bb-memphis bb-michigan 100Mbps 1 12ms 100
bb-memphis bb-uaslp 100Mbps 1 100ms 100
bb-memphis bb-wu 100Mbps 1 17ms 100
bb-memphis bb-ufpa 100Mbps 1 115ms 100
bb-memphis bb-neu 100Mbps 1 21ms 100
leaf-12734	bb-memphis 1000Mbps 1 1ms 100
leaf-12741	bb-memphis 1000Mbps 1 1ms 100
leaf-12743	bb-memphis 1000Mbps 1 1ms 100
leaf-12738	bb-memphis 1000Mbps 1 1ms 100
leaf-12740	bb-memphis 1000Mbps 1 1ms 100
leaf-12739	bb-memphis 1000Mbps 1 1ms 100
leaf-12746	bb-memphis 1000Mbps 1 1ms 100
leaf-12919	bb-memphis 1000Mbps 1 1ms 100
leaf-12742	bb-memphis 1000Mbps 1 1ms 100
leaf-12747	bb-memphis 1000Mbps 1 1ms 100
bb-michigan bb-uiuc 100Mbps 1 5ms 100
bb-michigan bb-neu 100Mbps 1 14ms 100
bb-michigan bb-nist 100Mbps 1 13ms 100
leaf-12744	bb-michigan 1000Mbps 1 1ms 100
leaf-12745	bb-michigan 1000Mbps 1 1ms 100
leaf-12748	bb-michigan 1000Mbps 1 1ms 100
leaf-12763	bb-michigan 1000Mbps 1 1ms 100
leaf-12773	bb-michigan 1000Mbps 1 1ms 100
leaf-12951	bb-michigan 1000Mbps 1 1ms 100
leaf-13057	bb-michigan 1000Mbps 1 1ms 100
leaf-12762	bb-michigan 1000Mbps 1 1ms 100
leaf-12960	bb-michigan 1000Mbps 1 1ms 100
leaf-12777	bb-michigan 1000Mbps 1 1ms 100
bb-minho bb-urjc 100Mbps 1 13ms 100
bb-minho bb-padua 100Mbps 1 26ms 100
leaf-13112	bb-minho 1000Mbps 1 1ms 100
leaf-12782	bb-minho 1000Mbps 1 1ms 100
leaf-12775	bb-minho 1000Mbps 1 1ms 100
leaf-12774	bb-minho 1000Mbps 1 1ms 100
leaf-13116	bb-minho 1000Mbps 1 1ms 100
leaf-12781	bb-minho 1000Mbps 1 1ms 100
leaf-13113	bb-minho 1000Mbps 1 1ms 100
leaf-12824	bb-minho 1000Mbps 1 1ms 100
leaf-12878	bb-minho 1000Mbps 1 1ms 100
leaf-12828	bb-minho 1000Mbps 1 1ms 100
bb-msu bb-pkusz 100Mbps 1 71ms 100
bb-msu bb-srru 100Mbps 1 3ms 100
bb-msu bb-ucla 100Mbps 1 150ms 100
bb-msu bb-uum 100Mbps 1 100ms 100
bb-msu bb-tno 100Mbps 1 120ms 100
leaf-12853	bb-msu 1000Mbps 1 1ms 100
leaf-12852	bb-msu 1000Mbps 1 1ms 100
leaf-12883	bb-msu 1000Mbps 1 1ms 100
leaf-12892	bb-msu 1000Mbps 1 1ms 100
leaf-12882	bb-msu 1000Mbps 1 1ms 100
leaf-12862	bb-msu 1000Mbps 1 1ms 100
leaf-12889	bb-msu 1000Mbps 1 1ms 100
leaf-12890	bb-msu 1000Mbps 1 1ms 100
leaf-12893	bb-msu 1000Mbps 1 1ms 100
leaf-12895	bb-msu 1000Mbps 1 1ms 100
bb-mumbai_aws bb-uum 100Mbps 1 100ms 100
leaf-12891	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12902	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12903	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12894	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12896	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12897	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12898	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12899	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12900	bb-mumbai_aws 1000Mbps 1 1ms 100
leaf-12901	bb-mumbai_aws 1000Mbps 1 1ms 100
bb-uum bb-mumbai_aws 100Mbps 1 100ms 100
leaf-43107	bb-uum 1000Mbps 1 1ms 100
leaf-43109	bb-uum 1000Mbps 1 1ms 100
leaf-43111	bb-uum 1000Mbps 1 1ms 100
leaf-43108	bb-uum 1000Mbps 1 1ms 100
leaf-43119	bb-uum 1000Mbps 1 1ms 100
leaf-43140	bb-uum 1000Mbps 1 1ms 100
leaf-43142	bb-uum 1000Mbps 1 1ms 100
leaf-43143	bb-uum 1000Mbps 1 1ms 100
leaf-43144	bb-uum 1000Mbps 1 1ms 100
leaf-43141	bb-uum 1000Mbps 1 1ms 100
bb-neu bb-ntnu 100Mbps 1 69ms 100
bb-neu bb-nist 100Mbps 1 12ms 100
leaf-12917	bb-neu 1000Mbps 1 1ms 100
leaf-12916	bb-neu 1000Mbps 1 1ms 100
leaf-12915	bb-neu 1000Mbps 1 1ms 100
leaf-12911	bb-neu 1000Mbps 1 1ms 100
leaf-13083	bb-neu 1000Mbps 1 1ms 100
leaf-13084	bb-neu 1000Mbps 1 1ms 100
leaf-13085	bb-neu 1000Mbps 1 1ms 100
leaf-13089	bb-neu 1000Mbps 1 1ms 100
leaf-12924	bb-neu 1000Mbps 1 1ms 100
leaf-12925	bb-neu 1000Mbps 1 1ms 100
bb-nist bb-uiuc 100Mbps 1 12ms 100
leaf-12927	bb-nist 1000Mbps 1 1ms 100
leaf-12933	bb-nist 1000Mbps 1 1ms 100
leaf-12934	bb-nist 1000Mbps 1 1ms 100
leaf-13087	bb-nist 1000Mbps 1 1ms 100
leaf-13088	bb-nist 1000Mbps 1 1ms 100
leaf-12923	bb-nist 1000Mbps 1 1ms 100
leaf-12930	bb-nist 1000Mbps 1 1ms 100
leaf-12938	bb-nist 1000Mbps 1 1ms 100
leaf-12929	bb-nist 1000Mbps 1 1ms 100
leaf-12926	bb-nist 1000Mbps 1 1ms 100
bb-ntnu bb-systemx 100Mbps 1 24ms 100
leaf-13081	bb-ntnu 1000Mbps 1 1ms 100
leaf-12939	bb-ntnu 1000Mbps 1 1ms 100
leaf-12943	bb-ntnu 1000Mbps 1 1ms 100
leaf-12955	bb-ntnu 1000Mbps 1 1ms 100
leaf-12956	bb-ntnu 1000Mbps 1 1ms 100
leaf-12957	bb-ntnu 1000Mbps 1 1ms 100
leaf-12958	bb-ntnu 1000Mbps 1 1ms 100
leaf-12964	bb-ntnu 1000Mbps 1 1ms 100
leaf-12959	bb-ntnu 1000Mbps 1 1ms 100
leaf-12962	bb-ntnu 1000Mbps 1 1ms 100
bb-osaka bb-pkusz 100Mbps 1 63ms 100
bb-osaka bb-waseda 100Mbps 1 5ms 100
bb-osaka bb-srru 100Mbps 1 67ms 100
bb-osaka bb-tongji 100Mbps 1 63ms 100
bb-osaka bb-uum 100Mbps 1 100ms 100
leaf-12968	bb-osaka 1000Mbps 1 1ms 100
leaf-12970	bb-osaka 1000Mbps 1 1ms 100
leaf-12972	bb-osaka 1000Mbps 1 1ms 100
leaf-12978	bb-osaka 1000Mbps 1 1ms 100
leaf-12980	bb-osaka 1000Mbps 1 1ms 100
leaf-12982	bb-osaka 1000Mbps 1 1ms 100
leaf-12986	bb-osaka 1000Mbps 1 1ms 100
leaf-12987	bb-osaka 1000Mbps 1 1ms 100
leaf-13056	bb-osaka 1000Mbps 1 1ms 100
leaf-13007	bb-osaka 1000Mbps 1 1ms 100
bb-padua bb-urjc 100Mbps 1 15ms 100
bb-padua bb-pkusz 100Mbps 1 170ms 100
bb-padua bb-uiuc 100Mbps 1 80ms 100
leaf-13017	bb-padua 1000Mbps 1 1ms 100
leaf-13023	bb-padua 1000Mbps 1 1ms 100
leaf-13032	bb-padua 1000Mbps 1 1ms 100
leaf-13063	bb-padua 1000Mbps 1 1ms 100
leaf-13066	bb-padua 1000Mbps 1 1ms 100
leaf-13062	bb-padua 1000Mbps 1 1ms 100
leaf-13061	bb-padua 1000Mbps 1 1ms 100
leaf-13064	bb-padua 1000Mbps 1 1ms 100
leaf-13065	bb-padua 1000Mbps 1 1ms 100
leaf-13067	bb-padua 1000Mbps 1 1ms 100
bb-pkusz bb-tongji 100Mbps 1 54ms 100
bb-pkusz bb-srru 100Mbps 1 71ms 100
bb-pkusz bb-waseda 100Mbps 1 98ms 100
leaf-13068	bb-pkusz 1000Mbps 1 1ms 100
leaf-13070	bb-pkusz 1000Mbps 1 1ms 100
leaf-13069	bb-pkusz 1000Mbps 1 1ms 100
leaf-13094	bb-pkusz 1000Mbps 1 1ms 100
leaf-13093	bb-pkusz 1000Mbps 1 1ms 100
leaf-13079	bb-pkusz 1000Mbps 1 1ms 100
leaf-13095	bb-pkusz 1000Mbps 1 1ms 100
leaf-13097	bb-pkusz 1000Mbps 1 1ms 100
leaf-13098	bb-pkusz 1000Mbps 1 1ms 100
leaf-13103	bb-pkusz 1000Mbps 1 1ms 100
bb-remap bb-ucla 100Mbps 1 1ms 100
bb-remap bb-uci 100Mbps 1 1ms 100
leaf-13104	bb-remap 1000Mbps 1 1ms 100
leaf-13102	bb-remap 1000Mbps 1 1ms 100
leaf-13101	bb-remap 1000Mbps 1 1ms 100
leaf-13100	bb-remap 1000Mbps 1 1ms 100
leaf-13105	bb-remap 1000Mbps 1 1ms 100
leaf-13106	bb-remap 1000Mbps 1 1ms 100
leaf-13107	bb-remap 1000Mbps 1 1ms 100
leaf-13109	bb-remap 1000Mbps 1 1ms 100
leaf-13111	bb-remap 1000Mbps 1 1ms 100
leaf-13108	bb-remap 1000Mbps 1 1ms 100
bb-ucla bb-remap 100Mbps 1 1ms 100
leaf-33095	bb-ucla 1000Mbps 1 1ms 100
leaf-33097	bb-ucla 1000Mbps 1 1ms 100
leaf-33098	bb-ucla 1000Mbps 1 1ms 100
leaf-33103	bb-ucla 1000Mbps 1 1ms 100
leaf-33104	bb-ucla 1000Mbps 1 1ms 100
leaf-33102	bb-ucla 1000Mbps 1 1ms 100
leaf-33101	bb-ucla 1000Mbps 1 1ms 100
leaf-33100	bb-ucla 1000Mbps 1 1ms 100
leaf-33105	bb-ucla 1000Mbps 1 1ms 100
leaf-33106	bb-ucla 1000Mbps 1 1ms 100
bb-srru bb-uum 100Mbps 1 100ms 100
leaf-13119	bb-srru 1000Mbps 1 1ms 100
leaf-13140	bb-srru 1000Mbps 1 1ms 100
leaf-13142	bb-srru 1000Mbps 1 1ms 100
leaf-13143	bb-srru 1000Mbps 1 1ms 100
leaf-13144	bb-srru 1000Mbps 1 1ms 100
leaf-13141	bb-srru 1000Mbps 1 1ms 100
leaf-22972	bb-srru 1000Mbps 1 1ms 100
leaf-22978	bb-srru 1000Mbps 1 1ms 100
leaf-22980	bb-srru 1000Mbps 1 1ms 100
leaf-22982	bb-srru 1000Mbps 1 1ms 100
bb-tongji bb-waseda 100Mbps 1 98ms 100
leaf-23095	bb-tongji 1000Mbps 1 1ms 100
leaf-23097	bb-tongji 1000Mbps 1 1ms 100
leaf-23098	bb-tongji 1000Mbps 1 1ms 100
leaf-23103	bb-tongji 1000Mbps 1 1ms 100
leaf-23104	bb-tongji 1000Mbps 1 1ms 100
leaf-23102	bb-tongji 1000Mbps 1 1ms 100
leaf-23101	bb-tongji 1000Mbps 1 1ms 100
leaf-23100	bb-tongji 1000Mbps 1 1ms 100
leaf-23105	bb-tongji 1000Mbps 1 1ms 100
leaf-23106	bb-tongji 1000Mbps 1 1ms 100
bb-uaslp bb-ufpa 100Mbps 1 100ms 100
leaf-23107	bb-uaslp 1000Mbps 1 1ms 100
leaf-23109	bb-uaslp 1000Mbps 1 1ms 100
leaf-23111	bb-uaslp 1000Mbps 1 1ms 100
leaf-23108	bb-uaslp 1000Mbps 1 1ms 100
leaf-23119	bb-uaslp 1000Mbps 1 1ms 100
leaf-23140	bb-uaslp 1000Mbps 1 1ms 100
leaf-23142	bb-uaslp 1000Mbps 1 1ms 100
leaf-23143	bb-uaslp 1000Mbps 1 1ms 100
leaf-23144	bb-uaslp 1000Mbps 1 1ms 100
leaf-23141	bb-uaslp 1000Mbps 1 1ms 100
bb-uci bb-ucla 100Mbps 1 1ms 100
leaf-33061	bb-uci 1000Mbps 1 1ms 100
leaf-33064	bb-uci 1000Mbps 1 1ms 100
leaf-33065	bb-uci 1000Mbps 1 1ms 100
leaf-33067	bb-uci 1000Mbps 1 1ms 100
leaf-33068	bb-uci 1000Mbps 1 1ms 100
leaf-33070	bb-uci 1000Mbps 1 1ms 100
leaf-33069	bb-uci 1000Mbps 1 1ms 100
leaf-33094	bb-uci 1000Mbps 1 1ms 100
leaf-33093	bb-uci 1000Mbps 1 1ms 100
leaf-33079	bb-uci 1000Mbps 1 1ms 100
bb-uiuc bb-wu 100Mbps 1 9ms 100
leaf-43061	bb-uiuc 1000Mbps 1 1ms 100
leaf-43064	bb-uiuc 1000Mbps 1 1ms 100
leaf-43065	bb-uiuc 1000Mbps 1 1ms 100
leaf-43067	bb-uiuc 1000Mbps 1 1ms 100
leaf-43068	bb-uiuc 1000Mbps 1 1ms 100
leaf-43070	bb-uiuc 1000Mbps 1 1ms 100
leaf-43069	bb-uiuc 1000Mbps 1 1ms 100
leaf-43094	bb-uiuc 1000Mbps 1 1ms 100
leaf-43093	bb-uiuc 1000Mbps 1 1ms 100
leaf-43079	bb-uiuc 1000Mbps 1 1ms 100
bb-wu bb-uiuc 100Mbps 1 9ms 100
leaf-62972	bb-wu 1000Mbps 1 1ms 100
leaf-62978	bb-wu 1000Mbps 1 1ms 100
leaf-62980	bb-wu 1000Mbps 1 1ms 100
leaf-62982	bb-wu 1000Mbps 1 1ms 100
leaf-62986	bb-wu 1000Mbps 1 1ms 100
leaf-62987	bb-wu 1000Mbps 1 1ms 100
leaf-63056	bb-wu 1000Mbps 1 1ms 100
leaf-63007	bb-wu 1000Mbps 1 1ms 100
leaf-63017	bb-wu 1000Mbps 1 1ms 100
leaf-63023	bb-wu 1000Mbps 1 1ms 100
bb-urjc bb-wu 100Mbps 1 86ms 100
leaf-43095	bb-urjc 1000Mbps 1 1ms 100
leaf-43097	bb-urjc 1000Mbps 1 1ms 100
leaf-43098	bb-urjc 1000Mbps 1 1ms 100
leaf-43103	bb-urjc 1000Mbps 1 1ms 100
leaf-43104	bb-urjc 1000Mbps 1 1ms 100
leaf-43102	bb-urjc 1000Mbps 1 1ms 100
leaf-43101	bb-urjc 1000Mbps 1 1ms 100
leaf-43100	bb-urjc 1000Mbps 1 1ms 100
leaf-43105	bb-urjc 1000Mbps 1 1ms 100
leaf-43106	bb-urjc 1000Mbps 1 1ms 100
